"Excel row","Organisation","Department","Duplicate of row","Department UUID","Organisation UUID","Outcome","Changed fields","Blank fields preserved","address_line_1","address_line2","address_line_3","address_town_city","address_county","address_post_code","phone_number"
"115","Midland Metropolitan University Hospital","Radiology based Nuclear Medicine","","197b6854-fdc8-4ea0-b78d-e61d346bd1fc","9c6835b0-c3be-4aa9-bbba-c8408eea6ab2","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Grove Lane","","","Smethwick","West Midlands","B66 2QT",""
"116","Midland Metropolitan University Hospital","Radiopharmacy","","591efcf1-6561-45ba-a78e-d93976319283","9c6835b0-c3be-4aa9-bbba-c8408eea6ab2","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Grove Lane","","","Smethwick","West Midlands","B66 2QT",""
"117","Midland Metropolitan University Hospital","Radiology based Nuclear Medicine","115","197b6854-fdc8-4ea0-b78d-e61d346bd1fc","9c6835b0-c3be-4aa9-bbba-c8408eea6ab2","Duplicate — included with row 115","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Grove Lane","","","Smethwick","West Midlands","B66 2QT",""
"118","Molecular Imaging Centre","PET Centre","","7ceb69e2-741d-47b1-b3e1-3e7bb6cd4f90","cce4fdcd-bf7b-41cc-8903-4c9bd1395dd0","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","152-154 Harley Street","","","London","","W1G 7LQ",""
"119","Morriston Hospital","Radiology based Nuclear Medicine","","8d771f15-02d4-4895-9e27-ced44f438c78","18d46505-865b-4c3d-898e-1691b797688a","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Heol Maes Eglwys","","","Swansea","","SA6 6NL",""
"120","Mount Vernon Cancer Centre","Radiopharmacy","","05184011-0d5e-4ba8-82af-beab61b437a9","68408876-931b-4306-bdf2-c5b79a6690b3","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Rickmansworth Road","","","Northwood","Middlesex","HA6 2RN",""
"121","Mount Vernon Hospital","Nuclear Medicine Stand Alone","","478c448e-3b67-4dac-bdbc-9dc40189fa09","c59f6ae5-c7e5-49a9-b94c-e3e044cc55b5","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Rickmansworth Road","","","Northwood","Middlesex","HA6 2RN",""
"122","Musgrove Park Hospital","Nuclear Medicine - Physics based","","6553ec38-f4e8-4877-91e9-94defc639fb0","cbc2dc44-ac46-4459-b7f0-2c6c9ce8b9c9","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Parkfield Drive","","","Taunton","Somerset","TA1 5DA",""
"123","Musgrove Park Hospital","Radiopharmacy","","a384ebf4-1968-4cb5-bba3-8453f9bff462","cbc2dc44-ac46-4459-b7f0-2c6c9ce8b9c9","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Parkfield Drive","","","Taunton","Somerset","TA1 5DA",""
"124","Nevill Hall Hospital","Radiology based Nuclear Medicine","","1edc5ea0-f97b-4642-91e9-4dd117d54c48","81a12845-581d-4487-b117-1d031bd3c25b","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Brecon Road","","","Abergavenny","","NP7 7EG",""
"125","New Cross Hospital","Radiopharmacy","","7d38a8d3-9848-4021-9584-4cd6a762302c","59c029cd-c466-478c-b4d0-36fcbfc9ecb2","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Wolverhampton Road","Heath Town","","Wolverhampton","West Midlands","WV10 0QP",""
"126","New Cross Hospital","Nuclear Medicine - Physics based","","f06a49b7-3e33-44cf-8631-0383f17c9178","59c029cd-c466-478c-b4d0-36fcbfc9ecb2","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Wolverhampton Road","Heath Town","","Wolverhampton","West Midlands","WV10 0QP",""
"127","New Victoria Hospital","Nuclear Medicine Stand Alone","","f5dbcfad-a875-4092-a147-6e38fbc223e6","4ee11311-5c9b-4c59-a9eb-ba42519bbd7e","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Grange Road","","","Glasgow","","G42 9LF",""
"128","Newham Hospital","Radiology based Nuclear Medicine","","eed52f2a-20d3-489f-8146-bb1e7742263c","f6c10aaf-0c0a-47fd-b208-0a2def7cdee0","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Glen Road","Plaistow","","London","","E13 8SL",""
"129","Ninewells Hospital","Nuclear Medicine Stand Alone","","26327362-f80e-4180-89ae-0e019da63d63","40fe310b-015c-4570-ae13-0f3b54a0329c","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Ninewells Hospital and Medical School","","","Dundee","","DD1 9SY",""
"130","Ninewells Hospital","Radiopharmacy","","a996c109-2b7e-4269-9460-9b1ea71bb614","40fe310b-015c-4570-ae13-0f3b54a0329c","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Ninewells Hospital and Medical School","","","Dundee","","DD1 9SY",""
"131","Noble's Hospital","Radiology based Nuclear Medicine","","6ad3668e-50e7-4f68-bab4-2e61784b5b78","5b40de14-85d4-49e4-9ba4-5c51489323d7","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Strang","","","Braddan","Isle of Man","IM4 4RJ",""
"132","Noble's Hospital","Radiopharmacy","","e4f642c7-3e8d-48ee-bf2d-741d8ab2e44c","5b40de14-85d4-49e4-9ba4-5c51489323d7","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Strang","","","Braddan","Isle of Man","IM4 4RJ",""
"133","Norfolk and Norwich University Hospital","Radiopharmacy","","7a084f8e-3672-40ab-bb94-d52fa3226110","27bf2b55-b8d8-4044-8daf-7576e1c46811","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Colney Lane","","","Norwich","Norfolk","NR4 7UY",""
"134","Norfolk and Norwich University Hospital","Radiology based Nuclear Medicine","","867b67a2-7d9d-4431-bb68-e172328b0336","27bf2b55-b8d8-4044-8daf-7576e1c46811","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Colney Lane","","","Norwich","Norfolk","NR4 7UY",""
"135","North Manchester General Hospital","Radiology based Nuclear Medicine","","94296436-87cf-4198-a53b-62db95cd735e","416743d6-1cc0-47cb-96cd-c4a88534c41c","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Delaunays Road","Crumpsall","","Manchester","","M8 5RB",""
"136","North Middlesex University Hospital","Nuclear Medicine Stand Alone","","c1d03f4b-db80-4f60-8d9a-fde47a973b4e","6a1ba72a-6607-4931-aa3a-ee6c1e612c98","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Sterling Way","","","London","","N18 1QX",""
"137","Northampton General Hospital","Nuclear Medicine Stand Alone","","0aa5e702-1240-4aac-a4f3-f5d0aff4c1d2","dc0b184a-5281-4ba7-99f4-3472ff1f24cd","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Cliftonville","","","Northampton","Northamptonshire","NN1 5BD",""
"138","Northampton General Hospital","Radiopharmacy","","5379efa6-4e5f-4fba-8c5a-fac0679566d4","dc0b184a-5281-4ba7-99f4-3472ff1f24cd","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Cliftonville","","","Northampton","Northamptonshire","NN1 5BD",""
"139","Northern General Hospital","Nuclear Medicine - Physics based","","42ff2358-a27e-4abd-92df-6f6a3f406819","530b06c6-2642-486a-9733-ec28ed08d825","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Herries Road","","","Sheffield","South Yorkshire","S5 7AU",""
"140","Northern General Hospital","Radiopharmacy","","cff206cf-93fb-4aa8-9884-8730673b60d2","530b06c6-2642-486a-9733-ec28ed08d825","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Herries Road","","","Sheffield","South Yorkshire","S5 7AU",""
"141","Northern Ireland Cancer Centre","PET Centre","","12fb0601-2d8b-4444-a17d-ddca2613135b","2f95a188-81db-40da-a375-bf24acff707b","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Belfast City Hospital","Lisburn Road","","Belfast","","BT9 7AB",""
"142","Northern Ireland Cancer Centre","Nuclear Medicine - Physics based","","c97d2a31-2bed-453c-abc4-644bc0898bf7","2f95a188-81db-40da-a375-bf24acff707b","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Belfast City Hospital","Lisburn Road","","Belfast","","BT9 7AB",""
"143","Northwick Park Hospital","Radiology based Nuclear Medicine","","24130a8e-1a60-4cc4-b4e6-cf5280bfa245","07ecdf5e-beea-4dea-a397-c9b9f1229f0b","Updated and verified","address_line_1; address_town_city; address_county; address_post_code; phone_number","address_line2; address_line_3","Watford Road","","","Harrow","Middlesex","HA1 3UJ","020 8869 3891"
"144","Northwick Park Hospital","Radiopharmacy","","9cad0de3-343a-4054-ab0e-27ef5b213f49","07ecdf5e-beea-4dea-a397-c9b9f1229f0b","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Watford Road","","","Harrow","Middlesex","HA1 3UJ",""
"145","Nottingham City Hospital","Nuclear Medicine - Physics based","","ec0fa664-e48b-43c6-af05-51bef7a623d4","2805f4d0-7beb-40b5-b7a4-b87d951ee693","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code; phone_number","address_line_3","Nottingham City Hospital","Hucknall Road","","Nottingham","Nottinghamshire","NG5 1PB","0115 9691169 x55497"
"146","Parkside Hospital","Nuclear Medicine Stand Alone","","1acceeb8-3bd8-4aaf-a562-e8641d55eefb","5d37f624-1883-473e-afd2-39f43cf533af","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","53 Parkside","Wimbledon","","London","","SW19 5NX",""
"147","Perth Royal Infirmary","Nuclear Medicine Stand Alone","","f3cb59b2-cde3-4ec9-acec-5965ded6f97b","bfcc3f1d-09fb-4f08-abcd-31030173c187","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Taymount Terrace","","","Perth","","PH1 1NX",""
"148","Peterborough City Hospital","Nuclear Medicine Stand Alone","","8959439d-52b0-49b7-97c0-0d60113f3e63","f244e3e8-3de0-4b74-ac3e-d4b151b166cf","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Bretton Gate","Edith Cavell Campus","","Peterborough","Cambridgeshire","PE3 9GZ",""
"149","Poole Hospital","Nuclear Medicine Stand Alone","","84188c83-b53c-45e6-abfe-67a45d2ea77b","d07d0e2c-a8a0-435c-8c1f-be275a05bc7d","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Longfleet Road","","","Poole","Dorset","BH15 2JB",""
"150","Princess Alexandra Hospital","Radiology based Nuclear Medicine","","a20c76d4-f6bd-4959-8f29-6c7545eabd1b","8aff56ec-015e-4a9f-ad32-4abdab21d4b6","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Hamstel Road","","","Harlow","Essex","CM20 1QX",""
"151","Princess of Wales Hospital","Radiology based Nuclear Medicine","","4defc862-c378-4bbf-aca2-c3511060a38f","3f6bcee1-f5b2-43c4-8ab1-f4745756a13f","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Coity Road","","","Bridgend","Mid Glamorgan","CF31 1RQ",""
"152","Princess Royal Hospital","Radiology based Nuclear Medicine","","b21e7412-3b42-42d3-9668-59022e685413","62de487e-25db-4099-899b-64f2824fdf09","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Lewes Road","","","Haywards Heath","West Sussex","RH16 4EX",""
"153","Princess Royal University Hospital","Radiology based Nuclear Medicine","","9243504a-b34d-4ef9-8827-2b90d68c8593","e125792a-bd34-4b2b-83ad-595001fb08d1","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Farnborough Common","","","Orpington","Kent","BR6 8ND",""
"154","Queen Alexandra Hospital","Radiology based Nuclear Medicine","","a1828a09-8040-4927-b4ce-c492544b958f","ae4a1735-b727-45fe-b718-556cca0d97d9","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Southwick Hill Road","Cosham","","Portsmouth","Hampshire","PO6 3LY",""
"155","Queen Elizabeth Hospital (Woolwich)","Radiology based Nuclear Medicine","","30ffba61-6800-4090-8a2a-e386b344263b","b12d5bf8-a469-46d9-933f-fc948c28170f","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Stadium Road","Woolwich","","London","","SE18 4QH",""
"156","Queen Elizabeth Hospital Birmingham","Nuclear Medicine - Physics based","","196331b7-31fe-4f1a-8b9f-ee391e33f8c8","987ecf99-2f58-4c0d-9f88-ea6d170c60aa","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Mindelsohn Way","Edgbaston","","Birmingham","West Midlands","B15 2WB",""
"157","Queen Elizabeth Hospital Birmingham","PET Centre","","7d3dc0d2-3458-49ba-aaea-025b0e36b2d5","987ecf99-2f58-4c0d-9f88-ea6d170c60aa","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Mindelsohn Way","Edgbaston","","Birmingham","West Midlands","B15 2WB",""
"158","Queen Elizabeth Hospital Birmingham","Radiopharmacy","","f5d997ae-d13a-49d6-a1bf-4651d9f42c3e","987ecf99-2f58-4c0d-9f88-ea6d170c60aa","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Mindelsohn Way","Edgbaston","","Birmingham","West Midlands","B15 2WB",""
"159","Queen Elizabeth Hospital Gateshead","Nuclear Medicine Stand Alone","","6beff018-bad5-42a5-bdc4-e206ad7bd2f7","346d7094-4da6-48aa-91af-10e4ac0cf0b4","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Sheriff Hill","","","Gateshead","Tyne and Wear","NE9 6SX",""
"160","Queen Elizabeth Hospital King's Lynn","Radiology based Nuclear Medicine","","40fc4d3d-2ad5-41b1-8aea-b3f453440328","a666407c-e476-451f-9679-a8e3a1f06128","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Gayton Road","","","King's Lynn","Norfolk","PE30 4ET",""
"161","Queen Elizabeth University Hospital","Nuclear Medicine Stand Alone","","00db11e8-dcf6-407c-a24f-99428fe3c3ce","a2203eac-b1c8-4134-970c-943eafea3315","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","1345 Govan Road","","","Glasgow","","G51 4TF",""
"162","Queen Elizabeth University Hospital","Radiopharmacy","","19530035-11f3-4d8c-bcf8-6b93f58cab34","a2203eac-b1c8-4134-970c-943eafea3315","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","1345 Govan Road","","","Glasgow","","G51 4TF",""
"163","Queen's Hospital","Radiopharmacy","","aea9e070-48c9-40fc-b190-25424f45713e","9532bab7-3f99-4a4c-bd1b-780312591dd9","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Rom Valley Way","","","Romford","Essex","RM7 0AG",""
"164","Queen's Hospital","Nuclear Medicine Stand Alone","","d33387fe-cd3e-4e0f-98b7-0f7501b8eba0","9532bab7-3f99-4a4c-bd1b-780312591dd9","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Rom Valley Way","","","Romford","Essex","RM7 0AG",""
"165","Queen's Medical Centre","Radiopharmacy","","907bacc2-733f-4ae3-9140-680b895d8063","640961b5-6520-4295-b582-7142dd326850","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Derby Road","","","Nottingham","Nottinghamshire","NG7 2UH",""
"166","Queen's Medical Centre","Nuclear Medicine - Physics based","","d79b782a-eef2-4b32-a865-d1b44384ceef","640961b5-6520-4295-b582-7142dd326850","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Derby Road","","","Nottingham","Nottinghamshire","NG7 2UH",""
"167","Raigmore Hospital","Radiopharmacy","","33c31ccb-9081-401c-a98d-4a2e1f922f1a","5dc9ee93-2306-4070-b1b6-2c12218bf3d7","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Old Perth Road","","","Inverness","","IV2 3UJ",""
"168","Raigmore Hospital","Nuclear Medicine Stand Alone","","4104c4c9-2328-493b-9b8b-2c8ac5f2c102","5dc9ee93-2306-4070-b1b6-2c12218bf3d7","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Old Perth Road","","","Inverness","","IV2 3UJ",""
"169","Rotherham Hospital","Radiopharmacy","","51a4e2a5-4832-4138-bde8-d6ef429426d3","96678185-0e0f-49e5-8896-29c551192e10","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Moorgate Road","","","Rotherham","South Yorkshire","S60 2UD",""
"170","Rotherham Hospital","Nuclear Medicine - Physics based","","b2440b77-51ef-4c70-b270-f969e9fb44c9","96678185-0e0f-49e5-8896-29c551192e10","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Moorgate Road","","","Rotherham","South Yorkshire","S60 2UD",""
"171","Royal Albert Edward Infirmary Wigan","Nuclear Medicine Stand Alone","","b7cae21b-8bdf-436f-baa3-88c8a753e798","dec3c12f-1149-4c2a-ba8f-d578e78360c5","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Wigan Lane","","","Wigan","Lancashire","WN1 2NN",""
"172","Royal Alexandra Hospital","Nuclear Medicine - Physics based","","0243228c-0eac-472e-84f9-ff18f0639751","c6ec8b54-a026-49ef-8797-cbdce4b8c0b5","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Corsebar Road","","","Paisley","","PA2 9PN",""
"173","Royal Belfast Hospital for Sick Children","Nuclear Medicine Stand Alone","","55f69338-bb94-4a97-91e6-3bea3410a707","ea9159ab-7524-4c10-b674-4551f5e39c8b","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","274 Grosvenor Road","","","Belfast","","BT12 6BA",""
"174","Royal Berkshire Hospital","Nuclear Medicine - Physics based","","b0eae3f2-b9fd-4ac8-9275-b5e1cbe7c13d","ba8ef7be-17d0-4200-a2f7-dfd4d273b3d1","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Craven Road","","","Reading","Berkshire","RG1 5AN",""
"175","Royal Blackburn Hospital","Nuclear Medicine Stand Alone","","045f3eb2-34f2-4267-ae9d-64402b161bb9","f9944d3d-823c-411a-bc41-d31d2b75684a","Updated and verified","address_line_1; address_town_city; address_county; address_post_code; phone_number","address_line2; address_line_3","Haslingden Road","","","Blackburn","Lancashire","BB2 3HH","01254 734452"
"176","Royal Bolton Hospital","Nuclear Medicine Stand Alone","","6b19d8ec-be51-4cb1-83c2-4bc09e22ae5c","d532a037-aa98-4d0b-8f05-e36c9bca837a","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Minerva Road","Farnworth","","Bolton","Lancashire","BL4 0JR",""
"177","Royal Brompton Hospital","Nuclear Medicine Stand Alone","","c15a4e36-43e4-4213-ad21-d1f11692f5bc","25f7addb-2d57-44f7-ae85-f643fa77131f","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Sydney Street","","","London","","SW3 6NP",""
"178","Royal Cornwall Hospital","Radiopharmacy","","96180d37-ff00-49c6-a878-86147f278dec","b2831e2c-0dfb-4089-838d-268cef32299f","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Treliske","","","Truro","Cornwall","TR1 3LJ",""
"179","Royal Cornwall Hospital","Radiology based Nuclear Medicine","","c6d567b0-d4f7-48a6-bfd5-8917bfb2e88f","b2831e2c-0dfb-4089-838d-268cef32299f","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Treliske","","","Truro","Cornwall","TR1 3LJ",""
"180","Royal Derby Hospital","Nuclear Medicine Stand Alone","","b0e8f25d-452e-422d-aa34-f92920a18616","70d60ce9-14cb-4f8a-8d76-15d5fbc19142","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Uttoxeter Road","","","Derby","Derbyshire","DE22 3NE",""
"181","Royal Derby Hospital","Radiopharmacy","","e5597565-4186-4730-a321-bcc104a8e4b5","70d60ce9-14cb-4f8a-8d76-15d5fbc19142","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Uttoxeter Road","","","Derby","Derbyshire","DE22 3NE",""
"182","Royal Devon and Exeter Hospital (Wonford)","Radiology based Nuclear Medicine","","04110cda-8682-4d31-b8b3-6592259bb65c","43d50448-ab10-4735-ba7f-10910d9f7469","Updated and verified","address_line_1; address_town_city; address_county; address_post_code; phone_number","address_line2; address_line_3","Barrack Road","","","Exeter","Devon","EX2 5DW","01392 402124"
"183","Royal Devon and Exeter Hospital (Wonford)","Radiopharmacy","","caa42065-9d63-4ab9-a20e-44603a937830","43d50448-ab10-4735-ba7f-10910d9f7469","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Barrack Road","","","Exeter","Devon","EX2 5DW",""
"184","Royal Free Hospital","PET Centre","","74301813-97fe-447c-aef0-91260b08cec1","ca985841-fc7a-457c-9a85-ce7eb8d9cc61","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Pond Street","","","London","","NW3 2QG",""
"185","Royal Free Hospital","Radiopharmacy","","9bdeef75-ef29-4e71-8453-0ef1669888c6","ca985841-fc7a-457c-9a85-ce7eb8d9cc61","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Pond Street","","","London","","NW3 2QG",""
"186","Royal Glamorgan Hospital","Radiology based Nuclear Medicine","","e4264d51-2c20-4fb9-b316-f52e6afb15db","d7ae9a91-d9e9-4cad-8ded-b5a341f022ba","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Ynysmaerdy","","","Llantrisant","","CF72 8XR",""
"187","Royal Gwent Hospital","Radiology based Nuclear Medicine","","fa109997-28d5-462e-b27f-a13c4a7c552f","72dede8e-3d4d-4b2a-9a98-a29a7c8b3f85","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Cardiff Road","","","Newport","","NP20 2UB",""
"188","Royal Hospital for Children and Young People","Nuclear Medicine Stand Alone","","464b579d-b25d-4a13-9463-9a4d50d766e1","3f1324d9-e1b7-4936-a8e6-a0157e6356e6","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","50 Little France Crescent","","","Edinburgh","","EH16 4TJ",""
"189","Royal Hospital for Children Glasgow","Nuclear Medicine Stand Alone","","f11023c5-9ab8-4479-a3e2-9283fee04ace","795aaf82-8670-4565-a8b1-a55195d3f766","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","1345 Govan Road","Govan","","Glasgow","","G51 4TF",""
"190","Royal Infirmary of Edinburgh","Nuclear Medicine Stand Alone","","7f215990-e1bd-45b2-bf7f-c0ee074daea8","998ee353-f67e-4dd3-a457-f80b5f8f75e6","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","51 Little France Crescent","","","Edinburgh","","EH16 4SA",""
"191","Royal Infirmary of Edinburgh","Radiopharmacy","","d8fb9d5a-a6c7-409e-9281-48f5be0c7da0","998ee353-f67e-4dd3-a457-f80b5f8f75e6","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","51 Little France Crescent","","","Edinburgh","","EH16 4SA",""
"192","Royal Lancaster Infirmary","Radiology based Nuclear Medicine","","8a1a5689-df92-4199-8b67-72c85c8c9bcb","f9aa9734-6006-49dd-8d10-1a19779ce72a","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Ashton Road","","","Lancaster","Lancashire","LA1 4RP",""
"193","Royal Liverpool University Hospital","Radiopharmacy","","322d6749-373f-49f9-b254-35caff98a5f1","344d2c03-124e-4b52-9cb1-c0da9a69e594","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Prescot Street","","","Liverpool","Merseyside","L7 8XP",""
"194","Royal Liverpool University Hospital","Nuclear Medicine Stand Alone","","5f04092b-615d-43e4-9e0f-5d9c78841785","344d2c03-124e-4b52-9cb1-c0da9a69e594","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Prescot Street","","","Liverpool","Merseyside","L7 8XP",""
